#	Id	Group	AssetName
69055	Effect	Effect/9/69055
69056	Effect	Effect/9/69056
69057	Effect	Effect/9/69057
69058	Effect	Effect/9/69058
69059	Effect	Effect/9/69059
69060	Effect	Effect/9/69060
69061	Effect	Effect/9/69061
69062	Effect	Effect/9/69062
69063	Effect	Effect/9/69063
69064	Effect	Effect/9/69064
69065	Effect	Effect/9/69065
69066	Effect	Effect/9/69066
69067	Effect	Effect/9/69067
69068	Effect	Effect/9/69068
69069	Effect	Effect/9/69069
69070	Effect	Effect/9/69070
69071	Effect	Effect/9/69071
69072	Effect	Effect/9/69072
69073	Effect	Effect/9/69073
69074	Effect	Effect/9/69074
69075	Effect	Effect/9/69075
69076	Effect	Effect/9/69076
69077	Effect	Effect/9/69077
69078	Effect	Effect/9/69078
69079	Effect	Effect/9/69079
69080	Effect	Effect/9/69080
69081	Effect	Effect/9/69081
69082	Effect	Effect/9/69082
69083	Effect	Effect/9/69083
69084	Effect	Effect/9/69084
69085	Effect	Effect/9/69085
69086	Effect	Effect/9/69086
69087	Effect	Effect/9/69087
69088	Effect	Effect/9/69088
69089	Effect	Effect/9/69089
69090	Effect	Effect/9/69090
69091	Effect	Effect/9/69091
69092	Effect	Effect/9/69092
69093	Effect	Effect/9/69093
69094	Effect	Effect/9/69094
69095	Effect	Effect/9/69095
69096	Effect	Effect/9/69096
69097	Effect	Effect/9/69097
69098	Effect	Effect/9/69098
69099	Effect	Effect/9/69099
69100	Effect	Effect/9/69100
